uuid,book_title,commenter,Full_Mask_comment,answer_quote_text,answer_quote_idx,num_sents,close_reading_example,explanation_human,human_eval_set
44849695,aeneid_book3,Conington,"The Cyclops in Hom. (vv. 319 foll.) has a huge club of pine-wood, as long and thick as a mast, MASK MASK MASK MASK MASK MASK . This is doubtless intended here by ‘MASK MASK MASK MASK’ where ‘MASK’ expresses personal exertion (see on MASK ). There is another reading ‘MASK MASK’ which though not supported by the oldest extant MSS. (Med. has it from a correction), is as old as Quinctilian, who says (8. 4), “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” But it is difficult to see how the staff guides the hand, though it is the instrument by which the hand guides the steps. Burm. however adopted ‘MASK MASK’ Serv. read ‘MASK MASK’ though he curiously enough understood it of the pine, connecting ‘MASK’ with ‘MASK MASK’— “MASK MASK MASK MASK MASK MASK” Whether the object of ‘MASK’ is Polyphemus or his footsteps matters little. Comp. 6. 30, which favours the latter view.",,659,0,,,
06041983,aeneid_book3,Conington,"Ulysses and his companions had carried off the rams, but left the ewes. With ‘MASK MASK MASK MASK’ which awakens our sympathy for the blind monster, comp. his playful address to his pet ram Od. 9. 447 foll.",,660,0,,,
21095800,aeneid_book3,Conington,"Pal., Gud., and some others fill up the hemistich with the words ‘MASK MASK MASK MASK MASK’ or as one or two give it, ‘MASK’ or ‘MASK MASK MASK MASK’ The variety would itself excite suspicion, being what we find in other places where later copyists have amused themselves by filling up ‘MASK’ (see e. MASK ., 3. 340), while the detail belongs to Theocritus' Polyphemus, not to Hom.'s. Thus the presence of the words in Pal. merely proves that they are of earlier date than most of the Virgilian interpolations. Heins. however seems to have been the first to omit them.",,661,0,,,
95946401,aeneid_book3,Conington,There is no difficulty in ‘MASK MASK’ though ‘MASK MASK MASK’ must be taken as a MASK MASK .,,662,0,,,
14868937,aeneid_book3,Conington,"For ‘MASK’ Med. has ‘MASK MASK’ the original reading (a m. pr.) having been ‘MASK MASK’ ‘MASK’ is the spelling of Med. and most other MSS.; but the word so spelt is supposed to be long, as in MASK . ‘MASK MASK’ “MASK MASK” according to Serv.'s first explanation. Comp. the Homeric MASK MASK , which shows that we need not press the words here with Forb., as if they meant that he takes up some of the water in his hand to bathe his eye with.",,663,0,,,
68969359,aeneid_book3,Conington,"For ‘MASK’ there is an old variant ‘MASK MASK’ supported by Serv. (who however mentions ‘MASK’), Pal., Gud. a m. p., and a correction in Med. For ‘MASK’ some give ‘MASK’ (the first reading of Med.), others ‘MASK MASK’",,665,0,,,
18535829,aeneid_book3,Conington,"Partly from Od. 9. 471 foll., partly from 10. 126 foll., where Ulysses escapes from the Laestrygons.",,666,0,,,
78738247,aeneid_book3,Conington,"is rightly taken by the later editors as a participle, not as an adverb. “MASK MASK” is similarly used by Val. Fl. 2. 145.",,667,0,,,
98854984,aeneid_book3,Conington,"is the reading of Med., Pal., Gud., and others, supported also by Donatus. In itself it might stand well enough, as it is frequently used of ploughing, while “MASK” is said of rowing by Val. Fl. 1. 450. But we have already had “MASK” of rowing vv. 208, 290 above, and we shall find it used elsewhere, 5. 778., 6. 320 (“MASK” being given by Pal. in the latter place), after the example of Ennius, A. 14. fr. 1, quoted by Gell. 2. 26, “MASK MASK MASK MASK MASK” Independently of this authority, ‘MASK’ would seem the better word under the circumstances, expressing rapidity of motion, and answering more nearly to Homer's MASK MASK MASK MASK (Od. 9. 472). Whether “MASK” in 5. 141., 10. 208 comes from “MASK” or from “MASK” is doubtful: see on the former passage. ‘MASK’ of the action of rowing compared with the action of driving 5. 147.",,668,0,,,
20645221,aeneid_book3,Conington,"It signifies little whether ‘MASK’ be understood of the MASK or of the plashing of the oars (comp. v. 556 above “MASK MASK MASK MASK”); but the latter seems simpler, and agrees better with ‘MASK’ v. 667. The pleonasm ‘MASK MASK’ need hardly trouble us.",,669,0,,,
26018906,aeneid_book3,Conington,"‘MASK MASK’ is the reading of fragm. Vat., Pal. (corrected), Gud., and others, supported by Med., a m. pr. ‘MASK MASK’ but the words would have no meaning, as “MASK MASK” is to aim at a thing. The change was probably made by those who thought the object of ‘MASK’ ought to be expressed. ‘MASK MASK’ = “MASK MASK” see on MASK .",,670,0,,,
56873955,aeneid_book3,Conington,"[ est] = “MASK MASK” sc. Polyphemus. The meaning seems to be rightly given by Wund.: ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’ The old interpretation, ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’ would be hardly consistent with vv. 664, 665, which seem to show that he could ford the ocean. Wund. comp. 10. 248 “MASK MASK MASK MASK”",,671,0,,,
03447623,aeneid_book3,Conington,"The cry of the Cyclops and the consequent gathering of his brethren are partly from Od. 9. 399, where the Cyclops cries in the agony of his wound, partly from Od. 10. 11., foll., where Antiphates calls the Laestrygons.",,672,0,,,
69494404,aeneid_book3,Conington,"Wagn. and Ribbeck are perhaps right in preferring the reading of Med. ‘MASK’ to ‘MASK MASK’ the reading of fragm. Vat., Pal., &c., on the ground that the former is the stronger word: but the case is very doubtful. ‘MASK’ stands for a finite verb.",,673,0,,,
05973057,aeneid_book3,Conington,The effect extends from Sicily to Italy. Some copies however give ‘MASK MASK’ For ‘MASK’ see on 2. 748.,,674,0,,,
87641872,aeneid_book3,Conington,"The ‘MASK’ seems to be distinct from the mountains (see on v. 647); but it is not easy to say. Med., Gud. a m. p., and others have ‘MASK MASK’",,675,0,,,
93161928,aeneid_book3,Conington,"Some MSS. have ‘MASK’ but Virg. doubtless changed the number for variety's sake, though Wagn. thinks the plural may possibly have been introduced to agree with ‘MASK MASK’",,676,0,,,
11475576,aeneid_book3,Conington,MASK note. ‘MASK MASK’ “MASK MASK MASK MASK MASK” Serv.,,677,0,,,
48095305,aeneid_book3,Conington,"“MASK MASK MASK” as in 2. 186. ‘MASK MASK MASK’ 1. 189. ‘MASK’ is merely a local epithet, not, as some have thought, intended to designate their size.",,678,0,,,
70242147,aeneid_book3,Conington,"must be the conjunction, not, as Heyne, who generally writes ‘MASK MASK’ appears to have considered it, the preposition. ‘MASK MASK’ then will be not the tall tops of the trees, but the high mountain on which they stand—a more striking picture. This gives more force to ‘MASK’—‘MASK MASK MASK MASK MASK MASK MASK MASK MASK’",,679,0,,,
43577412,aeneid_book3,Conington,"In using the epithet ‘MASK’ Virg. was doubtless thinking of Catull. 62 (64). 105, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK”",,680,0,,,
62540569,aeneid_book3,Conington,"Serv., whose notions of metre sometimes seem peculiar, says, “‘ MASK : ’MASK MASK MASK‘ consistunt . ’” The perf. seems to be aoristic, there being no definite time in comparisons. As Serv. remarks, the oaks are the ‘MASK MASK MASK MASK’ the cypresses, ‘MASK MASK MASK’ she being regarded as an infernal goddess, while the cypress was sacred to Pluto. ‘MASK’ fragm. Vat. corrected and others.",,681,0,,,
19740263,aeneid_book3,Conington,"note on v. 267 above. With the general sense comp. v. 269, “MASK MASK MASK MASK MASK MASK”",,682,0,,,
21047943,aeneid_book3,Conington,"This and the two following lines are condemned by Heyne and removed from the text by Wagn.; they are however found in all the MSS. Those who retain them are agreed about their general sense, viz. that in the extremity of their fear the Trojans remembered Helenus' warning about Scylla and Charybdis, and feeling that to be a greater danger even than the Cyclops, resolved to put back again, when the north wind sprung up and carried them into safety; but the processes which have been devised for getting that sense from the words are sufficiently various. On the whole the punctuation which gives the best sense seems to be that suggested by Vulpius on Tibull. 4. 1. 70 (after a hint of Serv.) and followed by Heyne and Henry, though there is still room for some difference of opinion on details of interpretation. Taking ‘MASK’ in the sense of “MASK” and regarding ‘MASK MASK’ as in opposition to ‘MASK MASK’ or, better perhaps, as a kind of cognate accusative expressing the effect of ‘MASK MASK’ (see on MASK ), I would translate ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’ The construction ‘MASK MASK MASK’ is fixed by the parallel 9. 143, where the words recur (as also in Ov. M. 7. 426), and by the similar expression “MASK MASK MASK” 10. 511, so that it will be a descriptive ablative. ‘MASK MASK’ may refer to the two passages, the one nearer to Scylla, the other to Charybdis, both of which were taken by Ulysses—or it may be only a poetical way of describing the one passage as dangerous on both sides. The use of ‘MASK’ for ‘MASK’ is supported by Donatus and Serv., and has vouchers in inscriptions and fragments of lost writings (see Forc.), while it is perhaps to be retained in such passages as MASK . For the position of ‘MASK’ comp. MASK . ‘MASK MASK’ occurs again 4. 46: “MASK MASK” we have had above v. 283. ‘MASK’ does not occur elsewhere in Virg.; but as it is a perfectly good Augustan word, that can be no reason for objecting to the genuineness of the lines, supposing it to be otherwise unimpeached. ‘MASK MASK MASK MASK’ as in Hor. 1 Od. 34. 3, “MASK MASK MASK MASK” On the whole we may pronounce that the harshness of the lines, though not to be extenuated, is not great enough to justify us in questioning their authorship, in the face of all external authority—backed as it is by Priscian, who quotes them twice, 15. 2, and 18. 79. The chief difficulty perhaps is in ‘MASK MASK’ for which we should have expected ‘MASK MASK’ as ‘MASK’ v. 682 points to ‘MASK’ rather than to ‘MASK MASK’ The meaning may conceivably be that Aeneas' companions were more alarmed than himself, and took the matter into their own hands, as Ulysses (Od. 12. 224) fears his comrades may do. Heins. conj. ‘MASK MASK’ Ribbeck reads ‘MASK MASK MASK’ from fragm. Vat., and transposes vv. 685, 686, reserving explanation for his (unpublished) Prolegomena. The history of such passages as the supposed exordium of Book 1 and the episode of Helen in Book 2 shows that the early grammarians were jealous of interpolations in Virg.'s text, one recension being in fact a check upon another, so that intrinsic considerations require to be strong indeed in order to shake the credit of lines which no early critic is known to have suspected. With ‘MASK MASK MASK’ comp. MASK “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK”, where the subject is, as here, the passage between Scylla and Charybdis. Considering the relation of Virg. to Apollonius we may perhaps adduce the fact of the imitation as a further proof of genuineness.",,684-686,0,,,
01964764,aeneid_book3,Conington,"Comp. v. 411. The wind is said to blow from the headland, as elsewhere from the mountains. Heyne refers to Markland's Epist. Crit. p. 46. The reading before Heins. was ‘MASK MASK’",,687,0,,,
79884829,aeneid_book3,Conington,"The mouth of the little river Pantagia is enclosed with rocks, which form a natural harbour. “MASK MASK MASK” 1. 167.",,688,0,,,
90739284,aeneid_book3,Conington,‘MASK’ an unusual adjective from “MASK MASK” like “MASK” from “MASK MASK”,,689,0,,,
17564338,aeneid_book3,Conington,"These lines also are rejected by Wagn. on internal grounds, this time with the slight external support of the Codex Wittianus, which places them in the margin. There is however nothing unVirgilian in their language. ‘MASK’ does not stand simply for “MASK MASK” but has its usual sense, ‘MASK MASK MASK MASK MASK’ ‘MASK’ and ‘MASK’ are undoubtedly MASK MASK in Virg., but they occur in other Augustan writers, and there is nothing in the last of them, as Forb. thinks, foreign to the Epic style: nor is it strange that Aeneas should call Ulysses ‘MASK MASK’ speaking of him in connexion with the partner of his wanderings, and for the moment sympathizing with him as a fellow-sufferer with himself. It may be true that the places mentioned here find no place in Hom.'s account of Ulysses' voyage: but Virg. evidently intends to accommodate Ulysses' journey, as he has done Aeneas', to his own views of geography, as we have just seen in the case of his territory of the Cyclops, which, though not the same as Hom.'s, is still represented as that which Ulysses visited. The intimation that Achemenides informed Aeneas of the names of the places, or (as the words may well mean) acted as his guide, was not necessary indeed, but cannot be called out of place. The construction of the words is not quite clear, as ‘MASK’ may be connected either with ‘MASK MASK’ or with ‘MASK MASK’ or again with both: but the last seems the most probable view. ‘MASK MASK’ then may be compared with “MASK MASK” Ov. F. 4. 573, though the meaning here is not so much ‘MASK MASK’ as ‘MASK MASK MASK MASK MASK’ For ‘MASK’ some MSS. give ‘MASK’ It is noticeable that these verses also have the support of Priscian (11. 5. 21).",,"690,691",0,,,
49828693,aeneid_book3,Conington,‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’,,692-715,0,,,
88223262,aeneid_book3,Conington,The ‘MASK MASK’ is that which afterwards formed the great harbour of Syracuse. With ‘MASK’ comp. 6. 60 “MASK MASK MASK MASK” though there the construction is different (see note).,,692,0,,,
16783843,aeneid_book3,Conington,"MASK is known to the readers of Thucydides (7. 4) as the height which the Athenians fortified after the arrival of Gylippus: MASK MASK MASK MASK MASK MASK MASK MASK : MASK MASK MASK MASK MASK MASK , MASK MASK MASK MASK MASK MASK MASK MASK MASK . The spelling ‘MASK’ is more usual in Greek: here however Med. and Rom. agree in ‘MASK’ which Wagn. consequently restores, comparing “MASK MASK” “MASK” Ribbeck prefers ‘MASK’ the spelling of fragm. Veron., Pal, and Gud. Longus in the Verona Scholia says “MASK MASK MASK MASK MASK MASK” The name is of course from MASK , so that ‘MASK’ is one of those epithets which are in fact Latin translations of Greek significant appellatives—a class of which there are several specimens in this paragraph. See on 1. 298.",,693,0,,,
46509710,aeneid_book3,Conington,With the construction ‘MASK MASK MASK’ comp. above v. 18. For Arethusa and Alpheus see on E. 10. 4.,,694,0,,,
02855015,aeneid_book3,Conington,"is merely for ‘MASK MASK’ as ‘MASK’ seems to show that Alpheus, having once accomplished his journey, was afterwards allowed to mingle with Arethusa.",,695,0,,,
34755095,aeneid_book3,Conington,"seems to be a local abl., ‘MASK MASK’ being constructed with ‘MASK MASK’ Comp. MASK note. Pind. Nem. 1. 1 calls Arethusa MASK MASK MASK .",,696,0,,,
59633397,aeneid_book3,Conington,"apparently by Anchises, who throughout the book directs the religious observances of the Trojans; it may however be an unexpressed precept of Helenus. Serv. suggests another alternative, Achemenides. ‘MASK’ are apparently Alpheus and Arethusa. Gossrau sees here a proof of the prophetic power of Anchises, whom he supposes to foresee the greatness of Syracuse, and thence to infer that the spot is under high supernatural protection—a notion with which he comp. 8. 347 foll. Some MSS. read ‘MASK MASK MASK MASK MASK MASK’ but Pierius defends the order in the text, comparing 7. 724, MASK , where the rhythm is similar.",,697,0,,,
17401670,aeneid_book3,Conington,"of passing by, like “MASK” 1. 244, MASK , where as here the place passed is the mouth of a river. ‘MASK’ translates ‘MASK’ ( MASK , MASK ).",,698,0,,,
51634736,aeneid_book3,Conington,"MASK MASK , of which it may be intended as a translation. Heyne. Macrob. Sat. 6. 4 notes this as an old use of ‘MASK MASK’ and quotes Sisenna and Lucr.; but other instances are given in the lexicons from Cic. and later writers.",,699,0,,,
71589871,aeneid_book3,Conington,"by the oracle, which is preserved by Serv., MASK MASK MASK : MASK MASK MASK , words which in modern days have passed into a proverb against meddling even with admitted evils. The story is that the place was surrounded by a marsh, which the inhabitants drained in spite of the oracle, thus making the spot accessible to the enemy, who took it. It is not known to what period of history this story refers, though Thuc. says (6. 5) that the place was three times founded, the inhabitants having been twice expelled. In any case Serv. is doubtless right in saying that Aeneas in making this and other allusions is speaking in the poet's language rather than in his own. Comp. 2. 21 note.",,700,0,,,
11801491,aeneid_book3,Conington,"is the reading of the best MSS.; but the Greek is MASK , and even the best MSS. are untrustworthy in proper names.",,701,0,,,
59457470,aeneid_book3,Conington,"Thuc. 6. 4 says of MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK , MASK MASK MASK , MASK MASK MASK MASK MASK , MASK MASK MASK MASK , MASK MASK . The meaning of ‘MASK’ is much disputed, some referring it to the size of the place, which however is not known to have been very large, others to the tyrants who ruled it, while the later editors understand it as a genitive, not very probably, and refer it to the dangerous character of the river. In lengthening the final syllable of ‘MASK’ Virg. has followed the Greek (see Lachm. on MASK ). Silius Italicus on the contrary, in a similar enumeration of Sicilian cities (14. 218), has “MASK MASK MASK MASK MASK MASK MASK” A difficulty has been made about ‘MASK MASK’ the “MASK” in the genitive being said not to be found in Virg. Lachm. however, in his elaborate treatment of the whole subject on Lucr. 5. 1006, allows it in hexameters in the case of trisyllables, comparing “MASK” in the Moretum, v. 89, “MASK” in Gratius, Cyn. 18, 38, “MASK” in Germanicus, v. 531, Porson conjectured ‘MASK MASK’ regarding ‘MASK’ as an adj., as in 6. 383; but the omission of the preposition would be harsh, and the attempt to supply it by reading ‘MASK MASK’ (Martin) produces a very un-Virgilian line. There is no difficulty in making ‘MASK’ = “MASK MASK” as in 12. 845, which Forb. comp. With the repetition ‘MASK MASK MASK’ Lachm. comp. Il. 2. 711, MASK MASK MASK , MASK MASK MASK .",,702,0,,,
93168742,aeneid_book3,Conington,"again seems to be an etymological explanation of ‘MASK MASK’ the Greek name of Agrigentum, as if it came from MASK . ‘MASK’ is the reading of Rom. and a few others, including Verona fragm.; the common reading is ‘MASK’ ‘MASK’ Med. a m. p.).",,703,0,,,
33184268,aeneid_book3,Conington,"is the single instance in which Virg. has admitted a crasis in the genitive of an adj. of the second declension. The form occurs again 6. 307. MASK . Agrigentum was famous for breeding horses, which were not only taken care of while living, but honoured with sepulchres when dead, Pliny 8. 42. Theron, whose Olympic victories Pindar celebrates, was of Agrigentum. ‘MASK’ comes in strangely, as it can hardly mean any thing but ‘MASK MASK MASK MASK’ The only supposition seems to be that Virg., who throughout this paragraph lets Aeneas speak as he himself would have spoken (see on v. 700 above), here forgets himself, or rather his hero, so completely as to point a contrast between the time of the narrative and the time of the poem. A poet with his mind full of the literary and historical interest of his subject is perhaps not unlikely to allow the expression of that feeling to escape him even at the most inappropriate time. We may remember how gladly he avails himself of the prophetic power of Anchises in Book 6 to contrast the small beginnings of Italy with its subsequent greatness (6. 766), and how readily in the later books of the Aeneid he introduces a reference to his own time (12. 134).",,704,0,,,
56875800,aeneid_book3,Conington,"For ‘MASK’ again the best MSS. have ‘MASK’ but the Greek is MASK , and Longus in the Verona Scholia says “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK”",,705,0,,,
76477085,aeneid_book3,Conington,Heyne apparently takes ‘MASK’ as if it referred to the physical hardness of the stony bottom; but it is far more like Virg. to explain it with Gossrau of the danger and difficulty of navigation.,,706,0,,,
41678427,aeneid_book3,Conington,"“‘ MASK ’MASK MASK MASK MASK” Serv. Heyne may perhaps be right in supposing the epithet also to refer to the character of the coast, which is said to be a barren salt marsh. Wund. comp. the Homeric MASK MASK (Od. 11. 94).",,707,0,,,
83580339,aeneid_book3,Conington,"There is a question of reading between ‘MASK’ (Rom., Pal., Gud.) and ‘MASK’ (Med.). The former is supported by the majority of MSS., and was read by Serv. If we adopt it, the sense will be that after surmounting so many storms, Anchises at last died in harbour, the feeling being like that of v. 711. ‘MASK’ on the other hand will express the same feeling as ‘MASK’ v. 710, Aeneas having sustained his trials by his father's help, and now being left alone just when he could bear it least. Or we may vary the thought slightly, and say that he means to represent this blow as the crowning evil of many, which is Wagn.'s view. Comp. 1. 240, “MASK MASK MASK MASK MASK MASK MASK MASK MASK” “MASK MASK” occurs also 7. 199. On the whole I have followed Med., with Heins., who however doubts between the two, and subsequent editors, except Ribbeck. A single MS. gives ‘MASK MASK’ which had occurred to myself.",,708,0,,,
16905813,aeneid_book3,Conington,"So Aeneas says of his father again 6. 112, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK”",,709,0,,,
29521337,aeneid_book3,Conington,"The death of Anchises was fixed in different places by different authorities. His tomb is still shown at Drepanum; Eustathius however represented him as buried in Mount Ida, Theon in Pallene, Conon on the Thermaic gulf, the Arcadians in Arcadia, while Cato and others made him land in Italy with Aeneas. Had Virg. followed this last legend, his story would have been embarrassed by the presence of Anchises at Carthage, as Serv. and later critics remark.",,710,0,,,
95789732,aeneid_book3,Conington,"Virg. may have thought of Il. 17. 410 foll. MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK , MASK MASK MASK MASK MASK MASK MASK .",,712,0,,,
31109413,aeneid_book3,Conington,"Aeneas calls the death of Anchises his ‘MASK MASK’ losing in his sense of it all recollection of the subsequent shipwreck, which is barely glanced at in the next line. Thus Virg. consults the natural feeling of his hero, at the same time that he avoids tiring the reader with any thing like repetition.",,714,0,,,
50241851,aeneid_book3,Conington,"Apparently from Od. 7. 276, MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK . ‘MASK MASK MASK’ above v. 338.",,715,0,,,
69686653,aeneid_book3,Conington,‘MASK MASK MASK’,,716-718,0,,,
32776236,aeneid_book3,Conington,"like “MASK MASK” 2. 54., 6. 376, the decrees of heaven, as exemplified in his own and his countrymen's sufferings. Wund. comp. MASK MASK Soph. Ant. 158. ‘MASK’ is rightly explained by Henry of retrospective narration, like ‘MASK MASK’",,717,0,,,
73325675,aeneid_book3,Conington,"It seems idle to attempt to clear this line of tautology, by making minute distinctions between ‘MASK’ and ‘MASK MASK’ No doubt the two may be said to represent the same thing as regarded in slightly different aspects: but that is no more than might be urged in any case of admitted repetition, such as those in Homer. Virg. is fond of saying the same thing two or more times, partly from an imitation of epic simplicity, partly owing to his own love of variety in expression. To understand ‘MASK’ of ‘MASK MASK MASK’ with Wund. is less natural: but the word may fairly be said to suggest that notion, and thus to prepare us for Dido's broken slumbers at the beginning of Book 4.",,718,0,,,
42407224,aeneid_book4,Conington,‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’,,1-7,0,,,
80905427,aeneid_book4,Conington,"Wund. seems substantially right in saying that ‘MASK’ contrasts the restlessness of Dido with the rest of Aeneas and the others. The same opposition is drawn out more sharply below vv. 522 foll. ‘MASK’ of love, as in 6. 444 &c.",,1,0,,,
69951908,aeneid_book4,Conington,"Henry insists that ‘MASK’ is the wound and ‘MASK’ the fire, referring to the mention of Dido's passion towards the end of Book 1: but this seems refining. The wound is said to be nourished, as it is kept alive and unhealed. So below, “MASK MASK MASK MASK” v. 67, “MASK MASK MASK MASK” MASK . So in Greek a person is said MASK a disease which exhausts the vital powers, Aesch. Supp. 620, Soph. Phil. 312, 1167. ‘MASK’ is doubtless an instrumental abl., as Heyne explains it—‘MASK MASK MASK MASK MASK’ allows it to suck her blood. So Heracles says of his poisoned tunic, Soph. Trach. 1055, MASK MASK MASK MASK MASK , MASK MASK MASK MASK MASK MASK MASK . We may either suppose Virg. to have changed his metaphor in ‘MASK MASK’ or with Heyne imagine a reference to the fiery arrows of Love, as Apollonius says of Medea MASK “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK”.",,2,0,,,
71357064,aeneid_book4,Conington,and ‘MASK’ seem rightly understood by Heyne and Jahn as qualifying ‘MASK MASK’ so that they nearly = “MASK MASK” ‘MASK’ 1. 662.,,3,0,,,
32813431,aeneid_book4,Conington,"may be either the glory of Aeneas' ancestry, or that of his nation, opposed in either case to his personal merits. The former is perhaps more like Dido's feeling, though the latter enters into Anna's thoughts below, 8. 48. ‘MASK’ &c.: the same thought is dwelt on more at length by",,4,0,,,
31977660,aeneid_book4,Conington,“MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” MASK,,4,0,,,
59923008,aeneid_book4,Conington,love is said not to give what it does not allow a person to receive. The words partially recur 10. 217.,,5,0,,,
74641698,aeneid_book4,Conington,"Here and in the similar passages v. 607 below, 7. 148, ‘MASK’ seems to mean to traverse or survey, as there appears no authority for giving it the sense of “MASK” So MASK “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” ib. 1436, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” while ib. 79 the sun and moon are said “MASK MASK MASK MASK” ‘MASK’ is virtually equivalent to the rising sun, so that we need not ask why the goddess of the dawn has the torch of the god of day in her hand.",,6,0,,,
53321597,aeneid_book4,Conington,3. 589.,,7,0,,,
33816087,aeneid_book4,Conington,"It is not easy to choose between ‘MASK MASK’ the first reading of Med., found also in two of Ribbeck's cursives, and ‘MASK MASK’ The same question recurs in other parts of Virg. about this and other compounds of “MASK MASK” Wagn. thinks Virg. was decided in each case by euphony. Virg. has followed Apollonius in making Dido's confidante her sister: Naevius however, as we learn from Serv., had already spoken of Anna as Dido's sister.",,8,0,,,
04480498,aeneid_book4,Conington,‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’,,9-30,0,,,
77322990,aeneid_book4,Conington,"Nothing has been said of dreams, but Virg. doubtless intended, more suo, that his readers should supply the narrative in vv. 3 foll. from Dido's words here. Henry plausibly suggests that the visions may have represented her angry husband, threatening her if she should entertain the thought of another love, as Aeneas is haunted by visions of his father vv. 351 foll. Another reading ‘MASK’ is mentioned by Serv., ‘MASK’ being understood as “MASK MASK” Virg. translates MASK “MASK MASK MASK MASK MASK MASK MASK MASK”, and perhaps also, as Burm. suggests, Eur. Hec. 69, MASK MASK MASK MASK MASK MASK , MASK , where MASK answers to ‘MASK MASK’ Virg. thought of Catull. 62 (64). 176, “MASK MASK MASK MASK MASK MASK” as Ursinus observes.",,9,0,,,
50502332,aeneid_book4,Conington,as in 1. 627.,,10,0,,,
07714128,aeneid_book4,Conington,"like “MASK MASK MASK MASK” 1. 503. ‘MASK MASK MASK MASK MASK’ is not to be constructed with ‘MASK’ but with ‘MASK MASK’ being a qualifying ablative. ‘MASK’ is read by a few MSS. and adopted by Wakef., while several critics conj. ‘MASK’ for ‘MASK MASK’ ‘MASK’ is generally taken from ‘MASK’ (‘MASK MASK’ occurs in this sense 10. 735); but Forb., after Valesius, seems right in explaining it of the shoulders (comp. 11. 644, where “MASK” is used of a man, and see on 11. 640). Dido speaks first of Aeneas' personal appearance, afterwards, v. 13, of his prowess. So we have seen that Aeneas appears “MASK MASK MASK MASK” 1. 589. Comp. also the appearance of Agamemnon Il. 2. 478, MASK MASK MASK MASK MASK MASK , MASK MASK MASK , MASK MASK MASK . The meaning then will be that Dido can well believe from Aeneas' mien and stature that his mother was a goddess. With ‘MASK’ thus used comp. “MASK MASK” Hor. 1 Ep. 7. 26. Since the above was written (1859), I have been pleased to observe a confirmation of this view in a passage in Mr. Tennyson's Idylls of the King, where Enid, looking at her husband as he lies asleep, breaks out into the exclamation ‘MASK MASK MASK MASK MASK MASK’ a coincidence which will, I trust, show that similar language may be attributed to Dido without involving any imputation of coarseness.",,11,0,,,
89109236,aeneid_book4,Conington,nor is my belief unfounded. ‘MASK’=“MASK MASK” as in 6. 793. ‘MASK MASK MASK’ see on 6. 322.,,12,0,,,
74262133,aeneid_book4,Conington,"is used not only of those who degenerate from illustrious ancestry, but of those whose ancestry is mean or disgraceful (Wagn. comp. Val. Fl. 6. 86), and such is probably its sense here, though we might preserve the ordinary meaning by supposing Dido to say, ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’",,13,0,,,
97916582,aeneid_book4,Conington,"of Aeneas' sufferings 1. 3., 6. 693. Ribbeck removes the stop after ‘MASK MASK’ so as to avoid taking ‘MASK’ as a finite verb. “MASK MASK” 10. 57, like the Greek MASK . ‘MASK’ of measured utterance (comp. 3. 438). Virg. may have been identifying the narrative of Aeneas with his own heroics.",,14,0,,,
17071962,aeneid_book4,Conington,“MASK MASK” below v. 59. This line is in fact the subject of ‘MASK MASK’,,16,0,,,
